Angle,Intensity
43.495,642
43.505,610
43.515,642
43.525,646
43.535,637
43.546,651
43.556,596
43.566,631
43.576,629
43.586,666
43.596,636
43.607,707
43.617,641
43.627,676
43.637,620
43.647,634
43.658,641
43.668,662
43.678,664
43.688,666
43.698,647
43.709,728
43.719,686
43.729,667
43.739,635
43.749,740
43.76,655
43.77,771
43.78,706
43.79,681
43.8,737
43.811,699
43.821,746
43.831,741
43.841,759
43.851,700
43.862,767
43.872,792
43.882,736
43.892,779
43.902,765
43.912,808
43.923,799
43.933,827
43.943,824
43.953,897
43.963,905
43.974,872
43.984,932
43.994,957
44.004,994
44.014,978
44.025,1010
44.035,1151
44.045,1086
44.055,1080
44.065,1173
44.076,1241
44.086,1222
44.096,1316
44.106,1381
44.116,1423
44.127,1511
44.137,1515
44.147,1626
44.157,1794
44.167,1805
44.177,1907
44.188,2000
44.198,2050
44.208,2285
44.218,2342
44.228,2543
44.239,2703
44.249,2920
44.259,3007
44.269,3233
44.279,3525
44.29,3784
44.3,3979
44.31,4282
44.32,4511
44.33,4911
44.341,5344
44.351,5672
44.361,6015
44.371,6490
44.381,6887
44.392,7110
44.402,7595
44.412,7814
44.422,8312
44.432,8396
44.443,8547
44.453,8693
44.463,8877
44.473,8729
44.483,8676
44.493,8622
44.504,8394
44.514,8276
44.524,8097
44.534,7940
44.544,7610
44.555,7436
44.565,7080
44.575,6789
44.585,6488
44.595,6054
44.606,5853
44.616,5480
44.626,5143
44.636,4933
44.646,4549
44.657,4197
44.667,3905
44.677,3715
44.687,3440
44.697,3252
44.708,3115
44.718,2801
44.728,2707
44.738,2364
44.748,2356
44.758,2108
44.769,2057
44.779,1792
44.789,1838
44.799,1625
44.809,1585
44.82,1533
44.83,1478
44.84,1356
44.85,1252
44.86,1194
44.871,1164
44.881,1063
44.891,1053
44.901,1061
44.911,1030
44.922,955
44.932,884
44.942,887
44.952,871
44.962,841
44.973,819
44.983,785
44.993,770
45.003,802
45.013,772
45.023,702
45.034,655
45.044,651
45.054,674
45.064,624
45.074,656
45.085,626
45.095,600
45.105,629
45.115,566
45.125,557
45.136,565
45.146,585
45.156,533
45.166,512
45.176,572
45.187,503
45.197,438
45.207,470
45.217,500
45.227,488
45.238,480
45.248,508
45.258,479
45.268,463
45.278,448
45.289,451
45.299,415
45.309,479
45.319,438
45.329,429
45.339,436
45.35,415
45.36,404
45.37,407
45.38,431
45.39,398
45.401,391
45.411,406
45.421,390
45.431,403
45.441,378
45.452,354
45.462,360
45.472,393
45.482,356
45.492,379
45.503,374
45.513,375
45.523,347
45.533,384
45.543,363
45.554,364
45.564,357
45.574,347
45.584,322
45.594,337
45.604,303
45.615,315
45.625,338
45.635,350
45.645,310
45.655,330
45.666,330
45.676,334
45.686,325
45.696,337
45.706,330
45.717,338
45.727,320
45.737,301
45.747,309
45.757,295
45.768,334
45.778,337
45.788,291
45.798,297
45.808,304
45.819,339
45.829,271
45.839,319
45.849,303
45.859,288
45.87,279
45.88,298
45.89,294
45.9,292
45.91,294
45.92,288
45.931,289
45.941,294
45.951,266
45.961,324
45.971,278
45.982,304
45.992,260
46.002,271
46.012,258
46.022,261
46.033,320
46.043,271
46.053,294
46.063,271
46.073,259
46.084,271
46.094,280
46.104,269
46.114,251
46.124,266
46.135,250
46.145,274
46.155,243
46.165,235
46.175,283
46.185,268
46.196,263
46.206,249
46.216,249
46.226,255
46.236,272
46.247,247
46.257,249
46.267,244
46.277,292
46.287,270
46.298,274
46.308,266
46.318,266
46.328,273
46.338,259
46.349,238
46.359,262
46.369,235
46.379,234
46.389,230
46.4,259
46.41,245
46.42,278
46.43,238
46.44,244
46.45,266
46.461,249
46.471,259
46.481,249
46.491,225
46.501,281
46.512,235
46.522,256
46.532,221
46.542,244
46.552,244
46.563,245
46.573,263
46.583,237
46.593,235
46.603,237
46.614,231
46.624,221
46.634,238
46.644,231
46.654,259
46.665,213
46.675,259
46.685,229
46.695,253
46.705,253
46.716,251
46.726,223
46.736,244
46.746,233
46.756,216
46.766,207
46.777,222
46.787,232
46.797,196
46.807,239
46.817,210
46.828,227
46.838,226
46.848,240
46.858,221
46.868,252
46.879,232
46.889,226
46.899,226
46.909,226
46.919,215
46.93,235
46.94,239
46.95,214
46.96,212
46.97,208
46.981,219
46.991,211
47.001,207
47.011,226
47.021,219
47.031,224
47.042,216
47.052,246
47.062,229
47.072,235
47.082,210
47.093,205
47.103,224
47.113,226
47.123,205
47.133,231
47.144,221
47.154,194
47.164,219
47.174,206
47.184,237
47.195,173
47.205,182
47.215,220
47.225,234
47.235,237
47.246,203
47.256,242
47.266,180
47.276,194
47.286,199
47.297,203
47.307,213
47.317,248
47.327,212
47.337,211
47.347,199
47.358,210
47.368,207
47.378,204
47.388,204
47.398,212
47.409,209
47.419,168
47.429,202
47.439,221
47.449,187
47.46,205
47.47,222
47.48,183
47.49,211
47.5,184
47.511,195
47.521,214
47.531,220
47.541,209
47.551,200
47.562,208
47.572,211
47.582,181
47.592,197
47.602,205
47.612,206
47.623,188
47.633,177
47.643,192
47.653,203
47.663,189
47.674,196
47.684,205
47.694,215
47.704,195
47.714,189
47.725,191
47.735,207
47.745,208
47.755,199
47.765,186
47.776,183
47.786,190
47.796,196
47.806,177
47.816,182
47.827,197
47.837,193
47.847,200
47.857,184
47.867,208
47.877,201
47.888,194
47.898,198
47.908,174
47.918,180
47.928,185
47.939,191
47.949,191
47.959,172
47.969,175
47.979,200
47.99,180
48,192
48.01,211
48.02,194
48.03,187
48.041,182
48.051,158
48.061,204
48.071,194
48.081,157
48.092,221
48.102,187
48.112,205
48.122,205
48.132,192
48.143,181
48.153,204
48.163,197
48.173,217
48.183,175
48.193,174
48.204,196
48.214,194
48.224,179
48.234,188
48.244,180
48.255,206
48.265,187
48.275,167
48.285,190
48.295,189
48.306,203
48.316,182
48.326,185
48.336,197
48.346,191
48.357,184
48.367,198
48.377,194
48.387,196
48.397,189
48.408,198
48.418,188
48.428,189
48.438,208
48.448,184
48.458,176
48.469,212
48.479,196
48.489,168
48.499,178
48.509,199
48.52,179
48.53,176
48.54,180
48.55,233
48.56,183
48.571,188
48.581,154
48.591,167
48.601,185
48.611,178
48.622,184
48.632,191
48.642,156
48.652,195
48.662,171
48.673,191
48.683,192
48.693,178
48.703,154
48.713,194
48.724,184
48.734,170
48.744,192
48.754,185
48.764,203
48.774,179
48.785,163
48.795,151
48.805,196
48.815,182
48.825,204
48.836,177
48.846,189
48.856,187
48.866,189
48.876,180
48.887,165
48.897,157
48.907,195
48.917,158
48.927,189
48.938,156
48.948,209
48.958,172
48.968,180
48.978,185
48.989,177
48.999,175
49.009,167
49.019,178
49.029,167
49.039,180
49.05,178
49.06,179
49.07,178
49.08,184
49.09,169
49.101,163
49.111,173
49.121,186
49.131,183
49.141,164
49.152,193
49.162,170
49.172,155
49.182,149
49.192,170
49.203,179
49.213,179
49.223,177
49.233,162
49.243,160
49.254,160
49.264,170
49.274,170
49.284,163
49.294,170
49.304,167
49.315,185
49.325,191
49.335,158
49.345,163
49.355,191
49.366,170
49.376,163
49.386,178
49.396,175
49.406,179
49.417,190
49.427,182
49.437,165
49.447,174
49.457,163
49.468,150
49.478,149
49.488,149
49.498,173
49.508,185
49.519,157
49.529,185
49.539,183
49.549,171
49.559,195
49.57,166
49.58,183
49.59,150
49.6,176
49.61,179
49.62,183
49.631,170
49.641,160
49.651,141
49.661,183
49.671,175
49.682,169
49.692,167
49.702,166
49.712,149
49.722,168
49.733,175
49.743,183
49.753,180
49.763,182
49.773,176
49.784,155
49.794,163
49.804,168
49.814,171
49.824,169
49.835,180
49.845,146
49.855,147
49.865,159
49.875,156
49.885,176
49.896,176
49.906,172
49.916,165
49.926,180
49.936,156
49.947,166
49.957,153
49.967,174
49.977,189
49.987,184
49.998,177
50.008,172
50.018,140
50.028,185
50.038,182
50.049,173
50.059,172
50.069,156
50.079,133
50.089,150
50.1,182
50.11,168
50.12,145
50.13,143
50.14,142
50.151,164
50.161,156
50.171,172
50.181,187
50.191,165
50.201,150
50.212,146
50.222,143
50.232,187
50.242,172
50.252,157
50.263,145
50.273,164
50.283,181
50.293,174
50.303,159
50.314,159
50.324,159
50.334,128
50.344,183
50.354,170
50.365,161
50.375,152
50.385,164
50.395,166
50.405,167
50.416,170
50.426,159
50.436,136
50.446,172
50.456,135
50.466,153
50.477,151
50.487,167
50.497,158
50.507,133
50.517,152
50.528,178
50.538,155
50.548,151
50.558,180
50.568,164
50.579,153
50.589,172
50.599,176
50.609,157
50.619,161
50.63,169
50.64,162
50.65,166
50.66,158
50.67,129
50.681,164
50.691,150
50.701,164
50.711,169
50.721,159
50.732,158
50.742,194
50.752,149
50.762,155
50.772,141
50.782,150
50.793,165
50.803,159
50.813,156
50.823,162
50.833,149
50.844,166
50.854,172
50.864,143
50.874,153
50.884,161
50.895,145
50.905,165
50.915,133
50.925,155
50.935,136
50.946,167
50.956,150
50.966,140
50.976,145
50.986,168
50.997,143
51.007,161
51.017,161
51.027,143
51.037,156
51.047,133
51.058,140
51.068,168
51.078,141
51.088,157
51.098,128
51.109,145
51.119,145
51.129,157
51.139,145
51.149,150
51.16,181
51.17,142
51.18,143
51.19,151
51.2,171
51.211,156
51.221,162
51.231,154
51.241,149
51.251,134
51.262,149
51.272,139
51.282,140
51.292,160
51.302,142
51.312,144
51.323,158
51.333,138
51.343,143
51.353,153
51.363,163
51.374,151
51.384,171
51.394,148
51.404,135
51.414,152
51.425,152
51.435,148
51.445,150
51.455,132
51.465,148
51.476,146
51.486,139
51.496,140
51.506,162
51.516,161
51.527,153
51.537,149
51.547,138
51.557,164
51.567,124
51.578,152
51.588,149
51.598,131
51.608,148
51.618,169
51.628,157
51.639,154
51.649,146
51.659,140
51.669,175
51.679,159
51.69,119
51.7,157
51.71,133
51.72,149
51.73,172
51.741,151
51.751,142
51.761,142
51.771,135
51.781,136
51.792,151
51.802,147
51.812,156
51.822,147
51.832,123
51.843,167
51.853,153
51.863,157
51.873,149
51.883,146
51.893,140
51.904,138
51.914,181
51.924,127
51.934,118
51.944,140
51.955,133
51.965,158
51.975,162
51.985,147
51.995,148
52.006,130
52.016,139
52.026,129
52.036,133
52.046,167
52.057,150
52.067,136
52.077,148
52.087,160
52.097,162
52.108,139
52.118,158
52.128,164
52.138,162
52.148,154
52.159,154
52.169,145
52.179,157
52.189,141
52.199,137
52.209,134
52.22,151
52.23,160
52.24,172
52.25,150
52.26,157
52.271,148
52.281,169
52.291,137
52.301,135
52.311,151
52.322,152
52.332,164
52.342,156
52.352,140
52.362,170
52.373,122
52.383,157
52.393,154
52.403,154
52.413,145
52.424,142
52.434,168
52.444,121
52.454,149
52.464,141
52.474,158
52.485,156
52.495,171
52.505,147
52.515,175
52.525,139
52.536,134
52.546,146
52.556,139
52.566,144
52.576,152
52.587,164
52.597,165
52.607,141
52.617,142
52.627,138
52.638,142
52.648,132
52.658,133
52.668,155
52.678,157
52.689,117
52.699,161
52.709,142
52.719,151
52.729,178
52.739,147
52.75,148
52.76,160
52.77,155
52.78,153
52.79,136
52.801,154
52.811,164
52.821,127
52.831,148
52.841,155
52.852,143
52.862,137
52.872,140
52.882,146
52.892,140
52.903,137
52.913,144
52.923,162
52.933,137
52.943,163
52.954,135
52.964,124
52.974,172
52.984,124
52.994,126
53.005,159
53.015,170
53.025,148
53.035,139
53.045,150
53.055,153
53.066,152
53.076,147
53.086,145
53.096,136
53.106,141
53.117,154
53.127,145
53.137,134
53.147,155
53.157,131
53.168,151
53.178,155
53.188,142
53.198,123
53.208,154
53.219,148
53.229,129
53.239,152
53.249,139
53.259,152
53.27,145
53.28,150
53.29,138
53.3,137
53.31,141
53.32,166
53.331,146
53.341,128
53.351,155
53.361,147
53.371,143
53.382,153
53.392,156
53.402,174
53.412,143
53.422,148
53.433,149
53.443,150
53.453,152
53.463,154
53.473,157
53.484,167
53.494,125
53.504,154
53.514,158
53.524,146
53.535,146
53.545,144
53.555,159
53.565,151
53.575,137
53.586,126
53.596,149
53.606,151
53.616,149
53.626,134
53.636,144
53.647,159
53.657,143
53.667,131
53.677,166
53.687,168
53.698,147
53.708,146
53.718,158
53.728,138
53.738,148
53.749,171
53.759,147
53.769,128
53.779,135
53.789,158
53.8,133
53.81,148
53.82,139
53.83,164
53.84,142
53.851,139
53.861,143
53.871,161
53.881,147
53.891,158
53.901,146
53.912,140
53.922,152
53.932,146
53.942,153
53.952,131
53.963,160
53.973,155
53.983,153
53.993,152
54.003,172
54.014,164
54.024,157
54.034,159
54.044,177
54.054,160
54.065,167
54.075,146
54.085,157
54.095,171
54.105,170
54.116,144
54.126,168
54.136,183
54.146,165
54.156,141
54.166,160
54.177,133
54.187,172
54.197,142
54.207,145
54.217,140
54.228,168
54.238,147
54.248,152
54.258,162
54.268,174
54.279,154
54.289,166
54.299,174
54.309,158
54.319,155
54.33,160
54.34,149
54.35,145
54.36,139
54.37,174
54.381,171
54.391,175
54.401,158
54.411,137
54.421,179
54.432,170
54.442,170
54.452,169
54.462,186
54.472,178
54.482,182
54.493,186
54.503,180
54.513,185
54.523,179
54.533,204
54.544,195
54.554,190
54.564,163
54.574,178
54.584,146
54.595,184
54.605,207
54.615,187
54.625,169
54.635,196
54.646,196
54.656,189
54.666,198
54.676,183
54.686,174
54.697,202
54.707,221
54.717,229
54.727,200
54.737,194
54.747,209
54.758,206
54.768,236
54.778,226
54.788,210
54.798,201
54.809,211
54.819,219
54.829,204
54.839,204
54.849,213
54.86,186
54.87,242
54.88,209
54.89,211
54.9,222
54.911,201
54.921,213
54.931,190
54.941,204
54.951,212
54.962,245
54.972,249
54.982,193
54.992,220
55.002,217
55.013,231
55.023,211
55.033,221
55.043,228
55.053,207
55.063,194
55.074,203
55.084,199
55.094,206
55.104,238
55.114,224
55.125,196
55.135,212
55.145,205
55.155,223
55.165,192
55.176,197
55.186,203
55.196,193
55.206,195
55.216,199
55.227,222
55.237,207
55.247,190
55.257,196
55.267,194
55.278,167
55.288,197
55.298,186
55.308,179
55.318,191
55.328,208
55.339,206
55.349,203
55.359,230
55.369,166
55.379,171
55.39,200
55.4,211
55.41,181
55.42,178
55.43,187
55.441,168
55.451,167
55.461,166
55.471,158
55.481,172
55.492,149
55.502,184
55.512,166
55.522,159
55.532,169
55.543,170
55.553,162
55.563,176
55.573,183
55.583,172
55.593,163
55.604,169
55.614,169
55.624,153
55.634,170
55.644,181
55.655,166
55.665,156
55.675,134
55.685,132
55.695,153
55.706,164
55.716,162
55.726,166
55.736,150
55.746,171
55.757,155
55.767,145
55.777,135
55.787,149
55.797,156
55.808,175
55.818,159
55.828,142
55.838,159
55.848,162
55.859,152
55.869,145
55.879,153
55.889,140
55.899,148
55.909,149
55.92,148
55.93,140
55.94,147
55.95,161
55.96,149
55.971,156
55.981,155
55.991,147
56.001,145
56.011,163
56.022,149
56.032,148
56.042,153
56.052,146
56.062,160
56.073,138
56.083,164
56.093,147
56.103,152
56.113,143
56.124,156
56.134,151
56.144,133
56.154,156
56.164,172
56.174,159
56.185,132
56.195,146
56.205,146
56.215,133
56.225,134
56.236,123
56.246,137
56.256,138
56.266,169
56.276,132
56.287,177
56.297,163
56.307,125
56.317,149
56.327,147
56.338,161
56.348,151
56.358,137
56.368,146
56.378,138
56.389,129
56.399,133
56.409,141
56.419,129
56.429,123
56.44,135
56.45,150
56.46,142
56.47,129
56.48,139
56.49,159
56.501,141
56.511,131
56.521,142
56.531,144
56.541,138
56.552,155
56.562,144
56.572,126
56.582,111
56.592,147
56.603,144
56.613,139
56.623,147
56.633,129
56.643,144
56.654,137
56.664,168
56.674,150
56.684,140
56.694,145
56.705,139
56.715,130
56.725,137
56.735,140
56.745,125
56.755,139
56.766,134
56.776,128
56.786,124
56.796,142
56.806,156
56.817,146
56.827,131
56.837,151
56.847,128
56.857,148
56.868,141
56.878,137
56.888,128
56.898,130
56.908,134
56.919,167
56.929,127
56.939,157
56.949,139
56.959,125
56.97,156
56.98,153
56.99,144
57,128
57.01,124
57.021,136
57.031,129
57.041,138
57.051,162
57.061,139
57.071,159
57.082,162
57.092,140
57.102,127
57.112,130
57.122,144
57.133,135
57.143,150
57.153,134
57.163,148
57.173,127
57.184,153
57.194,132
57.204,161
57.214,117
57.224,149
57.235,136
57.245,133
57.255,136
57.265,112
57.275,145
57.286,132
57.296,122
57.306,139
57.316,126
57.326,129
57.336,133
57.347,119
57.357,144
57.367,157
57.377,164
57.387,136
57.398,134
57.408,143
57.418,141
57.428,140
57.438,132
57.449,143
57.459,141
57.469,139
57.479,122
57.489,159
57.5,151
57.51,124
57.52,124
57.53,153
57.54,126
57.551,148
57.561,133
57.571,141
57.581,135
57.591,154
57.601,158
57.612,158
57.622,160
57.632,122
57.642,148
57.652,160
57.663,153
57.673,121
57.683,148
57.693,144
57.703,156
57.714,123
57.724,145
57.734,145
57.744,141
57.754,124
57.765,157
57.775,130
57.785,148
57.795,122
57.805,129
57.816,134
57.826,120
57.836,154
57.846,145
57.856,146
57.867,145
57.877,139
57.887,115
57.897,186
57.907,158
57.917,160
57.928,137
57.938,125
57.948,137
57.958,158
57.968,150
57.979,145
57.989,142
57.999,152
58.009,132
58.019,144
58.03,139
58.04,132
58.05,152
58.06,167
58.07,169
58.081,145
58.091,150
58.101,149
58.111,147
58.121,143
58.132,140
58.142,136
58.152,141
58.162,158
58.172,144
58.182,153
58.193,155
58.203,140
58.213,126
58.223,140
58.233,162
58.244,126
58.254,147
58.264,155
58.274,150
58.284,137
58.295,142
58.305,134
58.315,138
58.325,136
58.335,143
58.346,122
58.356,141
58.366,144
58.376,130
58.386,129
58.397,142
58.407,145
58.417,154
58.427,136
58.437,160
58.448,121
58.458,137
58.468,150
58.478,140
58.488,131
58.498,154
58.509,141
58.519,137
58.529,138
58.539,150
58.549,142
58.56,144
58.57,144
58.58,138
58.59,139
58.6,142
58.611,141
58.621,163
58.631,147
58.641,127
58.651,163
58.662,144
58.672,152
58.682,126
58.692,136
58.702,144
58.713,136
58.723,128
58.733,126
58.743,133
58.753,132
58.763,161
58.774,143
58.784,147
58.794,154
58.804,146
58.814,129
58.825,148
58.835,136
58.845,137
58.855,152
58.865,142
58.876,158
58.886,152
58.896,150
58.906,153
58.916,140
58.927,155
58.937,141
58.947,163
58.957,134
58.967,155
58.978,160
58.988,137
58.998,148
59.008,152
59.018,156
59.028,149
59.039,142
59.049,151
59.059,154
59.069,161
59.079,122
59.09,133
59.1,140
59.11,165
59.12,146
59.13,144
59.141,137
59.151,133
59.161,143
59.171,152
59.181,142
59.192,167
59.202,149
59.212,153
59.222,161
59.232,146
59.243,156
59.253,127
59.263,162
59.273,138
59.283,156
59.294,166
59.304,151
59.314,146
59.324,151
59.334,147
59.344,148
59.355,170
59.365,166
59.375,140
59.385,155
59.395,175
59.406,150
59.416,167
59.426,157
59.436,172
59.446,159
59.457,145
59.467,141
59.477,116
59.487,156
59.497,148
59.508,153
59.518,147
59.528,160
59.538,139
59.548,155
59.559,167
59.569,160
59.579,166
59.589,175
59.599,149
59.609,150
59.62,173
59.63,164
59.64,171
59.65,137
59.66,174
59.671,148
59.681,163
59.691,176
59.701,160
59.711,146
59.722,151
59.732,159
59.742,161
59.752,164
59.762,154
59.773,180
59.783,172
59.793,171
59.803,171
59.813,176
59.824,171
59.834,176
59.844,158
59.854,158
59.864,150
59.875,145
59.885,138
59.895,158
59.905,166
59.915,162
59.925,159
59.936,194
59.946,152
59.956,183
59.966,172
59.976,169
59.987,188
59.997,175
60.007,136
60.017,177
60.027,184
60.038,158
60.048,167
60.058,159
60.068,171
60.078,164
60.089,174
60.099,173
60.109,160
60.119,190
60.129,206
60.14,179
60.15,186
60.16,178
60.17,214
60.18,199
60.19,149
60.201,184
60.211,190
60.221,159
60.231,159
60.241,169
60.252,199
60.262,157
60.272,195
60.282,180
60.292,165
60.303,187
60.313,172
60.323,149
60.333,165
60.343,182
60.354,159
60.364,183
60.374,165
60.384,194
60.394,172
60.405,184
60.415,176
60.425,164
60.435,161
60.445,176
60.455,177
60.466,167
60.476,178
60.486,169
60.496,185
60.506,175
60.517,183
60.527,164
60.537,197
60.547,198
60.557,205
60.568,160
60.578,175
60.588,169
60.598,177
60.608,175
60.619,192
60.629,208
60.639,217
60.649,198
60.659,203
60.67,180
60.68,185
60.69,184
60.7,196
60.71,188
60.721,181
60.731,204
60.741,192
60.751,214
60.761,204
60.771,191
60.782,204
60.792,192
60.802,195
60.812,192
60.822,206
60.833,188
60.843,202
60.853,194
60.863,216
60.873,189
60.884,200
60.894,212
60.904,212
60.914,221
60.924,202
60.935,213
60.945,193
60.955,220
60.965,197
60.975,220
60.986,229
60.996,206
61.006,187
61.016,199
61.026,197
61.036,190
61.047,229
61.057,225
61.067,231
61.077,230
61.087,221
61.098,217
61.108,217
61.118,214
61.128,210
61.138,215
61.149,224
61.159,217
61.169,209
61.179,219
61.189,211
61.2,229
61.21,214
61.22,225
61.23,234
61.24,214
61.251,239
61.261,211
61.271,223
61.281,214
61.291,224
61.302,247
61.312,255
61.322,221
61.332,212
61.342,280
61.352,233
61.363,251
61.373,218
61.383,244
61.393,246
61.403,249
61.414,241
61.424,243
61.434,288
61.444,249
61.454,252
61.465,227
61.475,284
61.485,266
61.495,257
61.505,235
61.516,258
61.526,245
61.536,263
61.546,245
61.556,275
61.567,246
61.577,268
61.587,273
61.597,265
61.607,276
61.617,290
61.628,308
61.638,273
61.648,287
61.658,256
61.668,297
61.679,313
61.689,304
61.699,301
61.709,322
61.719,281
61.73,290
61.74,301
61.75,289
61.76,302
61.77,276
61.781,335
61.791,276
61.801,306
61.811,291
61.821,298
61.832,295
61.842,310
61.852,285
61.862,294
61.872,301
61.882,281
61.893,285
61.903,317
61.913,314
61.923,273
61.933,286
61.944,286
61.954,293
61.964,277
61.974,303
61.984,303
61.995,334
62.005,311
62.015,308
62.025,353
62.035,285
62.046,334
62.056,307
62.066,312
62.076,287
62.086,330
62.097,310
62.107,337
62.117,300
62.127,281
62.137,312
62.148,312
62.158,305
62.168,315
62.178,305
62.188,305
62.198,291
62.209,313
62.219,306
62.229,301
62.239,339
62.249,306
62.26,273
62.27,326
62.28,308
62.29,311
62.3,315
62.311,323
62.321,310
62.331,321
62.341,319
62.351,304
62.362,336
62.372,282
62.382,307
62.392,323
62.402,353
62.413,293
62.423,353
62.433,318
62.443,331
62.453,325
62.463,293
62.474,335
62.484,305
62.494,342
62.504,298
62.514,322
62.525,364
62.535,318
62.545,310
62.555,314
62.565,284
62.576,341
62.586,324
62.596,298
62.606,322
62.616,300
62.627,301
62.637,308
62.647,305
62.657,309
62.667,299
62.678,328
62.688,345
62.698,296
62.708,320
62.718,302
62.729,328
62.739,305
62.749,319
62.759,296
62.769,317
62.779,316
62.79,341
62.8,288
62.81,291
62.82,282
62.83,286
62.841,266
62.851,322
62.861,292
62.871,317
62.881,318
62.892,300
62.902,315
62.912,319
62.922,289
62.932,304
62.943,301
62.953,302
62.963,325
62.973,280
62.983,276
62.994,312
63.004,304
63.014,309
63.024,311
63.034,296
63.044,293
63.055,283
63.065,326
63.075,290
63.085,289
63.095,318
63.106,275
63.116,295
63.126,284
63.136,297
63.146,280
63.157,266
63.167,283
63.177,264
63.187,301
63.197,282
63.208,285
63.218,319
63.228,304
63.238,251
63.248,298
63.259,252
63.269,296
63.279,304
63.289,260
63.299,288
63.31,253
63.32,295
63.33,286
63.34,292
63.35,299
63.36,269
63.371,263
63.381,302
63.391,244
63.401,275
63.411,280
63.422,257
63.432,311
63.442,298
63.452,273
63.462,299
63.473,274
63.483,268
63.493,248
63.503,263
63.513,300
63.524,279
63.534,285
63.544,279
63.554,295
63.564,298
63.575,274
63.585,278
63.595,281
63.605,317
63.615,310
63.625,274
63.636,294
63.646,287
63.656,288
63.666,300
63.676,304
63.687,302
63.697,275
63.707,292
63.717,288
63.727,276
63.738,283
63.748,272
63.758,323
63.768,312
63.778,310
63.789,314
63.799,300
63.809,307
63.819,306
63.829,327
63.84,290
63.85,306
63.86,314
63.87,336
63.88,311
63.89,316
63.901,338
63.911,321
63.921,325
63.931,336
63.941,330
63.952,360
63.962,338
63.972,312
63.982,351
63.992,331
64.003,346
64.013,360
64.023,344
64.033,344
64.043,367
64.054,391
64.064,376
64.074,398
64.084,401
64.094,429
64.105,455
64.115,430
64.125,410
64.135,427
64.145,438
64.156,500
64.166,490
64.176,504
64.186,525
64.196,509
64.206,485
64.217,554
64.227,543
64.237,601
64.247,569
64.257,603
64.268,588
64.278,652
64.288,628
64.298,718
64.308,700
64.319,759
64.329,820
64.339,813
64.349,822
64.359,858
64.37,887
64.38,953
64.39,1001
64.4,1039
64.41,1080
64.421,1196
64.431,1182
64.441,1309
64.451,1319
64.461,1360
64.471,1503
64.482,1533
64.492,1588
64.502,1738
64.512,1866
64.522,1966
64.533,2066
64.543,2175
64.553,2298
64.563,2445
64.573,2496
64.584,2762
64.594,2768
64.604,3061
64.614,3205
64.624,3362
64.635,3338
64.645,3546
64.655,3679
64.665,3705
64.675,3920
64.686,3897
64.696,3935
64.706,3904
64.716,3935
64.726,3816
64.737,3888
64.747,3717
64.757,3643
64.767,3701
64.777,3660
64.787,3576
64.798,3594
64.808,3485
64.818,3472
64.828,3371
64.838,3280
64.849,3101
64.859,3175
64.869,2978
64.879,2921
64.889,2819
64.9,2704
64.91,2681
64.92,2561
64.93,2536
64.94,2360
64.951,2197
64.961,2176
64.971,2046
64.981,1923
64.991,1826
65.002,1762
65.012,1644
65.022,1544
65.032,1483
65.042,1375
65.052,1334
65.063,1305
65.073,1159
65.083,1094
65.093,1170
65.103,1036
65.114,993
65.124,934
65.134,950
65.144,862
65.154,829
65.165,806
65.175,767
65.185,737
65.195,773
65.205,678
65.216,655
65.226,600
65.236,652
65.246,572
65.256,623
65.267,589
65.277,580
65.287,504
65.297,486
65.307,500
65.317,464
65.328,458
65.338,459
65.348,458
65.358,433
65.368,412
65.379,406
65.389,419
65.399,439
65.409,404
65.419,370
65.43,393
65.44,368
65.45,331
65.46,352
65.47,374
65.481,340
65.491,336
65.501,378
65.511,320
65.521,327
65.532,316
65.542,342
65.552,314
65.562,318
65.572,315
65.583,298
65.593,328
65.603,302
65.613,294
65.623,274
65.633,287
65.644,305
65.654,310
65.664,288
65.674,278
65.684,288
65.695,277
65.705,275
65.715,282
65.725,269
65.735,309
65.746,296
65.756,259
65.766,311
65.776,265
65.786,266
65.797,259
65.807,246
65.817,256
65.827,272
65.837,234
65.848,242
65.858,287
65.868,249
65.878,245
65.888,280
65.898,242
65.909,262
65.919,246
65.929,232
65.939,224
65.949,230
65.96,256
65.97,263
65.98,216
65.99,245
66,251
66.011,231
66.021,239
66.031,234
66.041,233
66.051,219
66.062,259
66.072,215
66.082,219
66.092,242
66.102,241
66.113,223
66.123,225
66.133,212
66.143,230
66.153,233
66.164,207
66.174,236
66.184,250
66.194,240
66.204,184
66.214,185
66.225,242
66.235,205
66.245,210
66.255,221
66.265,175
66.276,200
66.286,210
66.296,203
66.306,222
66.316,195
66.327,216
66.337,186
66.347,207
66.357,208
66.367,212
66.378,192
66.388,199
66.398,180
66.408,213
66.418,191
66.429,198
66.439,224
66.449,232
66.459,221
66.469,193
66.479,205
66.49,193
66.5,190
66.51,215
66.52,220
66.53,196
66.541,206
66.551,213
66.561,196
66.571,199
66.581,195
66.592,196
66.602,181
66.612,192
66.622,188
66.632,194
66.643,198
66.653,214
66.663,174
66.673,200
66.683,182
66.694,195
66.704,192
66.714,182
66.724,192
66.734,197
66.744,164
66.755,180
66.765,195
66.775,207
66.785,180
66.795,189
66.806,212
66.816,199
66.826,174
66.836,175
66.846,201
66.857,182
66.867,185
66.877,184
66.887,179
66.897,197
66.908,176
66.918,183
66.928,164
66.938,183
66.948,175
66.959,168
66.969,183
66.979,174
66.989,175
